Frequency [Hz]	S(f)
0,000	0,114
3,662	0,3
7,324	0,348
10,986	0,275
14,648	0,192
18,311	0,14
21,973	0,107
25,635	0,0854
29,297	0,0708
32,959	0,0605
36,621	0,0553
40,283	0,0542
43,945	0,0519
47,607	0,0472
51,270	0,0432
54,932	0,0411
58,594	0,039
62,256	0,0366
65,918	0,0349
69,580	0,0332
73,242	0,0321
76,904	0,0324
80,566	0,0326
84,229	0,0319
87,891	0,0313
91,553	0,0311
95,215	0,03
98,877	0,0288
102,539	0,0288
106,201	0,0288
109,863	0,0287
113,525	0,029
117,188	0,0295
120,850	0,0293
124,512	0,0285
128,174	0,0283
131,836	0,028
135,498	0,0272
139,160	0,0263
142,822	0,0255
146,484	0,0255
150,146	0,0266
153,809	0,0269
157,471	0,0261
161,133	0,0252
164,795	0,0249
168,457	0,0247
172,119	0,0242
175,781	0,0238
179,443	0,0238
183,105	0,0238
186,768	0,0235
190,430	0,0233
194,092	0,0233
197,754	0,023
201,416	0,0224
205,078	0,0221
208,740	0,0221
212,402	0,0225
216,064	0,0229
219,727	0,0227
223,389	0,022
227,051	0,022
230,713	0,0229
234,375	0,0237
238,037	0,023
241,699	0,0216
245,361	0,021
249,023	0,0213
252,686	0,022
256,348	0,0224
260,010	0,0225
263,672	0,0226
267,334	0,0225
270,996	0,0218
274,658	0,0208
278,320	0,0204
281,982	0,0205
285,645	0,0209
289,307	0,0211
292,969	0,0212
296,631	0,0213
300,293	0,0213
303,955	0,021
307,617	0,0206
311,279	0,0202
314,941	0,02
318,604	0,0204
322,266	0,0209
325,928	0,021
329,590	0,0206
333,252	0,0201
336,914	0,0204
340,576	0,0208
344,238	0,0208
347,900	0,0208
351,563	0,021
355,225	0,0211
358,887	0,0212
362,549	0,0211
366,211	0,0207
369,873	0,0203
373,535	0,0201
377,197	0,0199
380,859	0,0198
384,521	0,0201
388,184	0,0202
391,846	0,0197
395,508	0,0193
399,170	0,0193
402,832	0,0193
406,494	0,0194
410,156	0,0195
413,818	0,0201
417,480	0,0209
421,143	0,0208
424,805	0,0204
428,467	0,0203
432,129	0,02
435,791	0,0198
439,453	0,0199
443,115	0,0202
446,777	0,0201
450,439	0,0197
454,102	0,0194
457,764	0,0194
461,426	0,0197
465,088	0,02
468,750	0,02
472,412	0,0196
476,074	0,019
479,736	0,0186
483,398	0,0188
487,061	0,0191
490,723	0,0193
494,385	0,0194
