Frequency [Hz]	S(f)
0,000	0,01
3,662	0,0294
7,324	0,0371
10,986	0,0298
14,648	0,0205
18,311	0,0149
21,973	0,012
25,635	0,0104
29,297	0,0094
32,959	0,00907
36,621	0,00937
40,283	0,00957
43,945	0,0094
47,607	0,0091
51,270	0,00891
54,932	0,00896
58,594	0,00906
62,256	0,00889
65,918	0,00856
69,580	0,00835
73,242	0,00835
76,904	0,0085
80,566	0,0086
84,229	0,00849
87,891	0,00822
91,553	0,00806
95,215	0,00801
98,877	0,00796
102,539	0,00808
106,201	0,00813
109,863	0,00791
113,525	0,00768
117,188	0,00762
120,850	0,00768
124,512	0,00773
128,174	0,00777
131,836	0,00782
135,498	0,00784
139,160	0,00784
142,822	0,00781
146,484	0,00766
150,146	0,00743
153,809	0,00725
157,471	0,00722
161,133	0,00725
164,795	0,00732
168,457	0,00743
172,119	0,00743
175,781	0,00732
179,443	0,00731
183,105	0,0074
186,768	0,00732
190,430	0,00715
194,092	0,00715
197,754	0,00728
201,416	0,0073
205,078	0,00725
208,740	0,00728
212,402	0,00734
216,064	0,00735
219,727	0,00739
223,389	0,0074
227,051	0,00734
230,713	0,00745
234,375	0,00765
238,037	0,00772
241,699	0,00765
245,361	0,0075
249,023	0,00735
252,686	0,00733
256,348	0,0074
260,010	0,00738
263,672	0,00714
267,334	0,00685
270,996	0,00681
274,658	0,00686
278,320	0,00681
281,982	0,00681
285,645	0,0069
289,307	0,00695
292,969	0,00699
296,631	0,00702
300,293	0,00703
303,955	0,00712
307,617	0,00724
311,279	0,00728
314,941	0,00722
318,604	0,00705
322,266	0,00679
325,928	0,00671
329,590	0,00675
333,252	0,00674
336,914	0,00679
340,576	0,00687
344,238	0,00691
347,900	0,00695
351,563	0,00688
355,225	0,00671
358,887	0,00665
362,549	0,00665
366,211	0,00669
369,873	0,00678
373,535	0,00678
377,197	0,00672
380,859	0,00672
384,521	0,00669
388,184	0,00655
391,846	0,00647
395,508	0,00665
399,170	0,00684
402,832	0,00674
406,494	0,00652
410,156	0,00637
413,818	0,00633
417,480	0,00648
421,143	0,00674
424,805	0,00688
428,467	0,00681
432,129	0,00671
435,791	0,00659
439,453	0,00645
443,115	0,00635
446,777	0,0063
450,439	0,00624
454,102	0,00628
457,764	0,00643
461,426	0,00656
465,088	0,00658
468,750	0,00649
472,412	0,0063
476,074	0,00617
479,736	0,00621
483,398	0,0063
487,061	0,00627
490,723	0,00619
494,385	0,00624
498,047	0,00635
501,709	0,00636
505,371	0,00632
509,033	0,00631
512,695	0,00627
516,357	0,00614
520,020	0,006
523,682	0,00597
527,344	0,00606
531,006	0,00614
534,668	0,00611
538,330	0,00611
541,992	0,00623
545,654	0,00632
549,316	0,00636
552,979	0,00642
556,641	0,00646
560,303	0,00642
563,965	0,00628
567,627	0,00613
571,289	0,00604
574,951	0,00604
578,613	0,00608
582,275	0,00615
585,938	0,00623
589,600	0,00614
593,262	0,00597
596,924	0,00588
600,586	0,00596
604,248	0,00608
607,910	0,00612
611,572	0,00616
615,234	0,00622
618,896	0,00615
