Frequency [Hz]	S(f)
0,000	0,00451
3,662	0,0114
7,324	0,0132
10,986	0,0116
14,648	0,0104
18,311	0,0099
21,973	0,00962
25,635	0,00924
29,297	0,00889
32,959	0,00882
36,621	0,00898
40,283	0,00894
43,945	0,0086
47,607	0,00829
51,270	0,00821
54,932	0,00835
58,594	0,0085
62,256	0,00844
65,918	0,00837
69,580	0,00833
73,242	0,00825
76,904	0,00834
80,566	0,00847
84,229	0,00847
87,891	0,00853
91,553	0,0086
95,215	0,00847
98,877	0,00834
102,539	0,00831
106,201	0,00836
109,863	0,00837
113,525	0,0082
117,188	0,00807
120,850	0,00804
124,512	0,00798
128,174	0,00802
131,836	0,00826
135,498	0,00855
139,160	0,00867
142,822	0,0086
146,484	0,00846
150,146	0,00834
153,809	0,00819
157,471	0,00808
161,133	0,00804
164,795	0,00804
168,457	0,0081
172,119	0,0081
175,781	0,00799
179,443	0,00782
183,105	0,00764
186,768	0,00767
190,430	0,00783
194,092	0,00788
197,754	0,00787
201,416	0,00804
205,078	0,00829
208,740	0,0083
212,402	0,00821
216,064	0,00819
219,727	0,00812
223,389	0,00791
227,051	0,00785
230,713	0,00793
234,375	0,00797
238,037	0,00794
241,699	0,00788
245,361	0,0078
249,023	0,00773
252,686	0,00767
256,348	0,00766
260,010	0,00764
263,672	0,00762
267,334	0,00754
270,996	0,00752
274,658	0,00773
278,320	0,0079
281,982	0,00773
285,645	0,00755
289,307	0,00761
292,969	0,00762
296,631	0,00752
300,293	0,00748
303,955	0,00745
307,617	0,00743
311,279	0,0074
314,941	0,00738
318,604	0,00734
322,266	0,00728
325,928	0,00731
329,590	0,00736
333,252	0,00738
336,914	0,00744
340,576	0,00748
344,238	0,00746
347,900	0,00733
351,563	0,00716
355,225	0,00705
358,887	0,00707
362,549	0,00728
366,211	0,00755
369,873	0,0075
373,535	0,00715
377,197	0,00696
380,859	0,00704
384,521	0,00709
388,184	0,0071
391,846	0,00719
395,508	0,00738
399,170	0,0075
402,832	0,00741
406,494	0,00726
410,156	0,00721
413,818	0,00726
417,480	0,00723
421,143	0,00714
424,805	0,00707
428,467	0,00708
432,129	0,00712
435,791	0,00715
439,453	0,00715
443,115	0,00713
446,777	0,0071
450,439	0,00715
454,102	0,00727
457,764	0,00723
461,426	0,007
465,088	0,00685
468,750	0,00683
472,412	0,00679
476,074	0,00674
479,736	0,00684
483,398	0,00702
487,061	0,00709
490,723	0,00708
494,385	0,00706
498,047	0,00695
501,709	0,00687
505,371	0,00686
509,033	0,00678
512,695	0,00677
516,357	0,00688
520,020	0,00686
523,682	0,00666
527,344	0,00647
531,006	0,00636
534,668	0,00647
538,330	0,00671
541,992	0,00678
545,654	0,0067
549,316	0,00666
552,979	0,0066
556,641	0,00651
560,303	0,0065
563,965	0,00657
567,627	0,00666
571,289	0,00676
574,951	0,00674
578,613	0,00657
582,275	0,00647
585,938	0,00643
589,600	0,00641
593,262	0,00645
596,924	0,00645
600,586	0,00638
604,248	0,00639
607,910	0,00649
611,572	0,00657
615,234	0,00653
618,896	0,00638
622,559	0,00628
626,221	0,00633
629,883	0,00645
633,545	0,00658
637,207	0,0067
640,869	0,00676
644,531	0,00677
648,193	0,00673
651,855	0,00658
655,518	0,0064
659,180	0,00625
662,842	0,00612
666,504	0,00604
670,166	0,00608
673,828	0,00624
677,490	0,00636
681,152	0,00634
684,814	0,00629
688,477	0,00629
692,139	0,00619
695,801	0,0061
699,463	0,0062
703,125	0,00635
706,787	0,00641
