Frequency [Hz]	S(f)
0,000	0,107
3,662	0,248
7,324	0,242
10,986	0,174
14,648	0,135
18,311	0,116
21,973	0,103
25,635	0,0936
29,297	0,0885
32,959	0,0864
36,621	0,086
40,283	0,0854
43,945	0,0845
47,607	0,0829
51,270	0,0815
54,932	0,0802
58,594	0,0778
62,256	0,0767
65,918	0,0772
69,580	0,0767
73,242	0,0744
76,904	0,0724
80,566	0,0724
84,229	0,073
87,891	0,0731
91,553	0,0743
95,215	0,0751
98,877	0,0749
102,539	0,0757
106,201	0,0766
109,863	0,0749
113,525	0,0716
117,188	0,0699
120,850	0,0714
124,512	0,0737
128,174	0,0746
131,836	0,0753
135,498	0,0757
139,160	0,0741
142,822	0,0717
146,484	0,0711
150,146	0,0709
153,809	0,07
157,471	0,0703
161,133	0,0719
164,795	0,074
168,457	0,0751
172,119	0,0741
175,781	0,0716
179,443	0,0692
183,105	0,069
186,768	0,0713
190,430	0,0725
194,092	0,0723
197,754	0,0734
201,416	0,0747
205,078	0,0744
208,740	0,0728
212,402	0,0714
216,064	0,0721
219,727	0,0737
223,389	0,0742
227,051	0,0739
230,713	0,0736
234,375	0,0734
238,037	0,0733
241,699	0,0737
245,361	0,0734
249,023	0,0723
252,686	0,0713
256,348	0,0719
260,010	0,074
263,672	0,0751
267,334	0,0749
270,996	0,0739
274,658	0,0725
278,320	0,0718
281,982	0,0716
285,645	0,0711
289,307	0,0705
292,969	0,0702
296,631	0,0695
300,293	0,0685
303,955	0,0686
307,617	0,0704
311,279	0,071
314,941	0,0684
318,604	0,0659
322,266	0,0663
325,928	0,0681
329,590	0,0682
333,252	0,0672
336,914	0,0669
340,576	0,067
344,238	0,0671
347,900	0,0678
351,563	0,0682
355,225	0,0677
358,887	0,0678
362,549	0,0688
366,211	0,0696
369,873	0,0693
373,535	0,0687
377,197	0,0688
380,859	0,0692
384,521	0,0685
388,184	0,0669
391,846	0,0656
395,508	0,0665
399,170	0,0679
402,832	0,067
406,494	0,0656
410,156	0,0658
413,818	0,0659
417,480	0,0648
421,143	0,064
424,805	0,0637
428,467	0,0634
432,129	0,0636
435,791	0,0643
439,453	0,0642
443,115	0,0642
446,777	0,0652
450,439	0,0654
454,102	0,0647
