Frequency [Hz]	S(f)
0,000	0,00201
3,662	0,00598
7,324	0,0084
10,986	0,00896
14,648	0,00904
18,311	0,0089
21,973	0,00869
25,635	0,00857
29,297	0,00858
32,959	0,00872
36,621	0,00888
40,283	0,00894
43,945	0,00888
47,607	0,00875
51,270	0,00866
54,932	0,0085
58,594	0,00837
62,256	0,00833
65,918	0,00829
69,580	0,0083
73,242	0,00824
76,904	0,00816
80,566	0,00819
84,229	0,00816
87,891	0,00804
91,553	0,00813
95,215	0,00835
98,877	0,00843
102,539	0,00829
106,201	0,00814
109,863	0,00802
113,525	0,00786
117,188	0,00777
120,850	0,00778
124,512	0,00783
128,174	0,00789
131,836	0,00788
135,498	0,00779
139,160	0,0077
142,822	0,00769
146,484	0,00773
150,146	0,00781
153,809	0,00788
157,471	0,00793
161,133	0,00794
164,795	0,00794
168,457	0,00797
172,119	0,00791
175,781	0,00774
179,443	0,0075
183,105	0,00729
186,768	0,00724
190,430	0,00734
194,092	0,00743
197,754	0,00743
201,416	0,0074
205,078	0,00741
208,740	0,00748
212,402	0,00744
216,064	0,00725
219,727	0,00713
223,389	0,00713
227,051	0,00709
230,713	0,00702
234,375	0,00706
238,037	0,00721
241,699	0,00731
245,361	0,00729
249,023	0,0073
252,686	0,00745
256,348	0,00754
260,010	0,00744
263,672	0,00739
267,334	0,00744
270,996	0,00732
274,658	0,00705
278,320	0,00692
281,982	0,00701
285,645	0,00709
289,307	0,00711
292,969	0,0071
296,631	0,007
300,293	0,0069
303,955	0,00685
307,617	0,00685
311,279	0,00694
314,941	0,00704
318,604	0,0071
322,266	0,00699
325,928	0,00683
329,590	0,00684
333,252	0,00693
336,914	0,007
340,576	0,00702
344,238	0,00698
347,900	0,0069
351,563	0,00687
355,225	0,00689
358,887	0,00688
362,549	0,00684
366,211	0,00685
369,873	0,0069
373,535	0,00685
377,197	0,00676
380,859	0,00677
384,521	0,00677
388,184	0,00666
391,846	0,00659
395,508	0,00665
399,170	0,00674
402,832	0,00678
406,494	0,00675
410,156	0,00662
413,818	0,00656
417,480	0,00669
421,143	0,00679
