Frequency [Hz]	S(f)
0,000	0,00138
3,662	0,00421
7,324	0,00603
10,986	0,00644
14,648	0,00648
18,311	0,00652
21,973	0,00658
25,635	0,00655
29,297	0,00641
32,959	0,00635
36,621	0,00636
40,283	0,00634
43,945	0,00629
47,607	0,00618
51,270	0,00605
54,932	0,006
58,594	0,00599
62,256	0,00597
65,918	0,00596
69,580	0,00596
73,242	0,00592
76,904	0,00581
80,566	0,0058
84,229	0,00589
87,891	0,0059
91,553	0,00584
95,215	0,00577
98,877	0,00566
102,539	0,00557
106,201	0,00559
109,863	0,00568
113,525	0,00583
117,188	0,00597
120,850	0,00594
124,512	0,00576
128,174	0,00572
131,836	0,00586
135,498	0,00597
139,160	0,00595
142,822	0,00581
146,484	0,00567
150,146	0,00565
153,809	0,00568
157,471	0,00559
161,133	0,00535
164,795	0,00519
168,457	0,00528
172,119	0,00545
175,781	0,00548
179,443	0,00541
183,105	0,00542
186,768	0,00551
190,430	0,00554
194,092	0,00553
197,754	0,00556
201,416	0,00555
205,078	0,00545
208,740	0,00545
212,402	0,00554
216,064	0,00546
219,727	0,00527
223,389	0,00511
227,051	0,0051
230,713	0,00521
234,375	0,00526
238,037	0,00525
241,699	0,00526
245,361	0,00517
249,023	0,00504
252,686	0,00504
256,348	0,00508
260,010	0,00504
263,672	0,00499
267,334	0,00498
270,996	0,00497
274,658	0,00501
278,320	0,00513
281,982	0,00521
285,645	0,00514
289,307	0,00508
292,969	0,00508
296,631	0,00501
300,293	0,00491
303,955	0,00497
307,617	0,00508
311,279	0,00511
314,941	0,00506
318,604	0,00496
322,266	0,00499
325,928	0,00508
329,590	0,00502
333,252	0,0049
336,914	0,00493
340,576	0,00504
344,238	0,00506
347,900	0,00499
351,563	0,00493
355,225	0,00487
358,887	0,00481
362,549	0,00483
366,211	0,00489
369,873	0,00489
373,535	0,00486
377,197	0,00485
380,859	0,0049
384,521	0,00494
388,184	0,00488
391,846	0,00477
395,508	0,00468
399,170	0,00468
402,832	0,00479
406,494	0,00489
410,156	0,0049
413,818	0,00491
417,480	0,00492
421,143	0,00492
424,805	0,00491
428,467	0,00485
432,129	0,00484
435,791	0,00487
439,453	0,00486
443,115	0,00484
446,777	0,00489
450,439	0,00494
454,102	0,00492
457,764	0,00487
461,426	0,00489
465,088	0,0049
468,750	0,00486
472,412	0,00477
476,074	0,00467
479,736	0,00466
483,398	0,00472
487,061	0,00472
490,723	0,00468
494,385	0,00466
498,047	0,00471
501,709	0,00481
505,371	0,00491
509,033	0,00494
512,695	0,0049
516,357	0,00483
520,020	0,0048
523,682	0,00484
527,344	0,00494
531,006	0,00499
534,668	0,00495
538,330	0,00489
541,992	0,00491
545,654	0,00499
549,316	0,00504
552,979	0,00505
556,641	0,00507
560,303	0,00513
563,965	0,0052
567,627	0,00522
571,289	0,00521
574,951	0,00516
578,613	0,0051
582,275	0,00508
585,938	0,00517
589,600	0,00529
593,262	0,0053
596,924	0,00524
600,586	0,00512
604,248	0,00507
607,910	0,00524
611,572	0,00534
615,234	0,00525
618,896	0,00519
622,559	0,00515
626,221	0,00514
629,883	0,00515
633,545	0,00516
637,207	0,00514
640,869	0,00513
644,531	0,00518
648,193	0,00522
651,855	0,00526
655,518	0,00529
659,180	0,0053
662,842	0,00537
666,504	0,00546
670,166	0,00549
673,828	0,00551
677,490	0,00547
681,152	0,00534
684,814	0,00526
688,477	0,00526
692,139	0,00532
695,801	0,00543
699,463	0,00549
703,125	0,00542
706,787	0,0053
710,449	0,00516
714,111	0,00507
717,773	0,00515
721,436	0,00533
725,098	0,00547
728,760	0,00554
732,422	0,00556
736,084	0,00559
739,746	0,00557
743,408	0,00541
747,070	0,00531
750,732	0,00547
754,395	0,00579
758,057	0,00597
761,719	0,00597
765,381	0,00597
769,043	0,00592
772,705	0,00579
776,367	0,00577
780,029	0,00585
783,691	0,00581
787,354	0,00574
791,016	0,00586
794,678	0,00606
798,340	0,00609
802,002	0,00601
805,664	0,0061
809,326	0,00621
812,988	0,00606
816,650	0,00587
820,313	0,00592
823,975	0,00606
827,637	0,00609
831,299	0,00609
834,961	0,00608
838,623	0,00604
842,285	0,00601
845,947	0,00594
849,609	0,0059
853,271	0,00599
856,934	0,00616
860,596	0,00629
864,258	0,00636
867,920	0,00638
871,582	0,00636
875,244	0,00627
878,906	0,00617
882,568	0,00615
886,230	0,00616
889,893	0,00615
893,555	0,00616
897,217	0,0062
900,879	0,00624
