Frequency [Hz]	S(f)
0,000	0,0899
3,662	0,239
7,324	0,288
10,986	0,253
14,648	0,215
18,311	0,198
21,973	0,192
25,635	0,186
29,297	0,177
32,959	0,164
36,621	0,153
40,283	0,149
43,945	0,155
47,607	0,159
51,270	0,156
54,932	0,154
58,594	0,156
62,256	0,157
65,918	0,153
69,580	0,148
73,242	0,145
76,904	0,143
80,566	0,142
84,229	0,143
87,891	0,141
91,553	0,137
95,215	0,133
98,877	0,131
102,539	0,129
106,201	0,129
109,863	0,128
113,525	0,125
117,188	0,12
120,850	0,117
124,512	0,114
128,174	0,11
131,836	0,105
135,498	0,105
139,160	0,103
142,822	0,0979
146,484	0,0929
150,146	0,0896
153,809	0,0878
157,471	0,0862
161,133	0,0847
164,795	0,0844
168,457	0,0845
172,119	0,0835
175,781	0,0822
179,443	0,0802
183,105	0,0777
186,768	0,0756
190,430	0,0731
194,092	0,0712
197,754	0,071
201,416	0,0704
205,078	0,0682
208,740	0,066
212,402	0,0641
216,064	0,0619
219,727	0,0601
223,389	0,0596
227,051	0,0598
230,713	0,0592
234,375	0,0574
238,037	0,0557
241,699	0,055
245,361	0,0546
249,023	0,0536
252,686	0,0527
256,348	0,0516
260,010	0,0504
263,672	0,0496
267,334	0,0485
270,996	0,0467
274,658	0,0453
278,320	0,0445
281,982	0,0437
285,645	0,0431
289,307	0,0427
292,969	0,0422
296,631	0,0416
300,293	0,0407
303,955	0,0396
307,617	0,039
311,279	0,0394
314,941	0,0398
318,604	0,0387
322,266	0,0371
325,928	0,0367
329,590	0,0374
333,252	0,0378
336,914	0,0373
340,576	0,0364
344,238	0,0351
347,900	0,0337
351,563	0,0328
355,225	0,0326
358,887	0,0327
362,549	0,0324
366,211	0,0313
369,873	0,0301
373,535	0,0294
377,197	0,029
380,859	0,0288
384,521	0,0287
388,184	0,028
391,846	0,027
395,508	0,0266
399,170	0,0267
402,832	0,0268
406,494	0,0266
410,156	0,0262
413,818	0,0258
417,480	0,0256
421,143	0,0252
424,805	0,0246
428,467	0,0241
432,129	0,0238
435,791	0,0233
439,453	0,0228
443,115	0,0227
446,777	0,023
450,439	0,0234
454,102	0,0232
457,764	0,0226
461,426	0,0221
465,088	0,0213
468,750	0,0207
472,412	0,0208
476,074	0,0208
479,736	0,0204
483,398	0,0202
487,061	0,0202
490,723	0,0202
494,385	0,0204
498,047	0,0202
501,709	0,0195
505,371	0,0191
509,033	0,0191
512,695	0,019
516,357	0,0184
520,020	0,0177
523,682	0,0177
527,344	0,0181
531,006	0,0183
534,668	0,0176
538,330	0,0171
541,992	0,0171
545,654	0,0172
549,316	0,0172
552,979	0,0167
556,641	0,0161
560,303	0,0157
563,965	0,0157
567,627	0,0158
571,289	0,0158
574,951	0,0157
578,613	0,0157
582,275	0,0158
585,938	0,0156
589,600	0,015
593,262	0,0146
596,924	0,0145
600,586	0,0146
604,248	0,0147
607,910	0,0148
611,572	0,0148
615,234	0,0146
618,896	0,0144
622,559	0,0143
626,221	0,014
629,883	0,0139
633,545	0,014
637,207	0,0141
640,869	0,014
644,531	0,0137
648,193	0,0132
651,855	0,013
655,518	0,0128
659,180	0,0126
662,842	0,0126
666,504	0,0126
670,166	0,0126
673,828	0,0123
677,490	0,0122
681,152	0,0122
684,814	0,0119
688,477	0,0116
692,139	0,0116
695,801	0,0114
699,463	0,0111
703,125	0,011
706,787	0,0112
710,449	0,0114
714,111	0,0114
717,773	0,0113
721,436	0,0112
725,098	0,0112
728,760	0,0111
732,422	0,011
736,084	0,011
739,746	0,0109
743,408	0,0109
747,070	0,0109
750,732	0,0109
754,395	0,0108
758,057	0,0108
761,719	0,0107
765,381	0,0106
769,043	0,0105
772,705	0,0104
776,367	0,0102
780,029	0,0101
783,691	0,0101
787,354	0,01
791,016	0,0098
794,678	0,00965
798,340	0,00963
802,002	0,00946
805,664	0,00923
809,326	0,0092
812,988	0,00924
816,650	0,00915
820,313	0,00907
823,975	0,00907
827,637	0,00901
831,299	0,00898
834,961	0,00903
838,623	0,009
842,285	0,00887
845,947	0,00876
849,609	0,00874
853,271	0,00867
856,934	0,00858
860,596	0,00854
864,258	0,00866
867,920	0,00882
871,582	0,00875
875,244	0,00853
878,906	0,00839
882,568	0,00834
886,230	0,0083
889,893	0,00833
893,555	0,00835
897,217	0,00821
900,879	0,00796
904,541	0,00783
908,203	0,00785
911,865	0,00789
915,527	0,00787
919,189	0,00774
922,852	0,00759
926,514	0,00759
930,176	0,00757
933,838	0,00744
937,500	0,00731
941,162	0,0073
944,824	0,00747
948,486	0,00753
952,148	0,00726
955,811	0,00705
959,473	0,00715
963,135	0,00729
966,797	0,00718
970,459	0,00697
974,121	0,00694
977,783	0,00706
981,445	0,00725
985,107	0,00744
988,770	0,0074
992,432	0,00708
996,094	0,00676
999,756	0,00669
1003,418	0,00678
1007,080	0,00684
1010,742	0,0068
1014,404	0,00671
1018,066	0,00665
1021,729	0,00654
1025,391	0,00632
1029,053	0,00615
1032,715	0,0062
1036,377	0,00644
1040,039	0,00656
1043,701	0,00646
1047,363	0,00632
1051,025	0,00628
1054,688	0,00635
1058,350	0,00641
1062,012	0,00641
1065,674	0,0064
1069,336	0,00635
1072,998	0,00628
1076,660	0,0062
1080,322	0,00607
1083,984	0,00597
1087,646	0,00591
1091,309	0,00599
1094,971	0,00615
1098,633	0,00619
1102,295	0,00611
1105,957	0,0059
1109,619	0,00572
1113,281	0,00574
1116,943	0,00571
1120,605	0,0056
1124,268	0,00557
1127,930	0,00559
1131,592	0,0056
1135,254	0,00562
1138,916	0,00562
1142,578	0,00558
1146,240	0,00542
1149,902	0,00527
1153,564	0,00534
1157,227	0,00545
1160,889	0,0054
1164,551	0,00529
1168,213	0,00526
1171,875	0,00528
1175,537	0,00534
1179,199	0,00538
1182,861	0,00534
1186,523	0,00527
1190,186	0,00524
1193,848	0,00529
1197,510	0,00538
1201,172	0,00537
1204,834	0,00529
1208,496	0,00523
1212,158	0,00516
1215,820	0,00505
1219,482	0,00493
1223,145	0,0049
1226,807	0,00497
1230,469	0,00504
1234,131	0,00497
1237,793	0,00482
1241,455	0,00472
1245,117	0,00477
1248,779	0,0049
1252,441	0,00503
1256,104	0,00502
1259,766	0,00485
1263,428	0,0047
1267,090	0,00471
1270,752	0,00481
1274,414	0,0048
1278,076	0,00466
1281,738	0,00455
1285,400	0,00454
1289,063	0,00457
1292,725	0,0046
1296,387	0,00465
1300,049	0,00468
1303,711	0,00464
1307,373	0,00453
1311,035	0,00439
1314,697	0,00433
1318,359	0,00441
1322,021	0,00446
1325,684	0,00439
1329,346	0,0043
1333,008	0,00424
1336,670	0,00426
