Frequency [Hz]	S(f)
0,000	0,1
3,662	0,276
7,324	0,338
10,986	0,295
14,648	0,247
18,311	0,215
21,973	0,191
25,635	0,168
29,297	0,147
32,959	0,13
36,621	0,115
40,283	0,101
43,945	0,0894
47,607	0,0821
51,270	0,0761
54,932	0,0702
58,594	0,0647
62,256	0,0599
65,918	0,0557
69,580	0,0517
73,242	0,0476
76,904	0,0437
80,566	0,0405
84,229	0,0386
87,891	0,0375
91,553	0,0359
95,215	0,0339
98,877	0,0324
102,539	0,0309
106,201	0,0294
109,863	0,028
113,525	0,0263
117,188	0,0248
120,850	0,0235
124,512	0,0225
128,174	0,0216
131,836	0,0206
135,498	0,0199
139,160	0,0192
142,822	0,0181
146,484	0,0172
150,146	0,0166
153,809	0,0159
157,471	0,0152
161,133	0,0146
164,795	0,0142
168,457	0,014
172,119	0,0137
175,781	0,0131
179,443	0,0127
183,105	0,0123
186,768	0,0119
190,430	0,0115
194,092	0,0113
197,754	0,0109
201,416	0,0105
205,078	0,0106
208,740	0,0105
212,402	0,01
216,064	0,00956
219,727	0,00925
223,389	0,00897
227,051	0,00881
230,713	0,00872
234,375	0,00862
238,037	0,00852
241,699	0,00835
245,361	0,00801
249,023	0,0076
252,686	0,00742
256,348	0,00737
260,010	0,00721
263,672	0,00702
267,334	0,00687
270,996	0,00681
274,658	0,00674
278,320	0,00662
281,982	0,00655
285,645	0,00649
289,307	0,00632
292,969	0,00605
296,631	0,00586
300,293	0,00575
303,955	0,00561
307,617	0,00556
311,279	0,00557
314,941	0,00546
318,604	0,00529
322,266	0,00511
325,928	0,00486
329,590	0,00463
333,252	0,00456
336,914	0,00458
340,576	0,00456
344,238	0,0045
347,900	0,00447
351,563	0,00443
355,225	0,00432
358,887	0,00424
362,549	0,0042
366,211	0,00413
369,873	0,00403
373,535	0,00392
377,197	0,00386
380,859	0,00384
384,521	0,0038
388,184	0,00372
391,846	0,00367
395,508	0,00366
399,170	0,00366
402,832	0,00358
406,494	0,00342
410,156	0,00328
413,818	0,00317
417,480	0,00311
421,143	0,00313
424,805	0,00317
428,467	0,00316
432,129	0,0031
435,791	0,00301
439,453	0,00293
443,115	0,00287
446,777	0,00281
450,439	0,00279
454,102	0,0028
457,764	0,00282
461,426	0,00283
465,088	0,00281
468,750	0,00279
472,412	0,0027
476,074	0,00257
479,736	0,00252
483,398	0,00253
487,061	0,00248
490,723	0,00244
494,385	0,00246
498,047	0,00248
501,709	0,00247
505,371	0,00247
509,033	0,00246
512,695	0,00242
516,357	0,00238
520,020	0,00232
523,682	0,00223
527,344	0,00217
531,006	0,00216
534,668	0,00215
538,330	0,00211
541,992	0,00205
545,654	0,00203
549,316	0,00204
552,979	0,00201
556,641	0,00197
560,303	0,00197
563,965	0,00199
567,627	0,00196
571,289	0,0019
574,951	0,00184
578,613	0,00181
582,275	0,00181
585,938	0,00181
589,600	0,00181
593,262	0,00181
596,924	0,00179
600,586	0,00174
604,248	0,00173
607,910	0,00174
611,572	0,00176
615,234	0,00176
618,896	0,00171
622,559	0,00164
626,221	0,00161
629,883	0,00162
633,545	0,00163
637,207	0,00162
640,869	0,00158
644,531	0,00154
648,193	0,00152
651,855	0,00153
655,518	0,00154
659,180	0,00155
662,842	0,00151
666,504	0,00148
670,166	0,00147
673,828	0,00147
677,490	0,00145
681,152	0,00141
684,814	0,00137
688,477	0,00136
692,139	0,00137
695,801	0,00135
699,463	0,00132
703,125	0,00131
706,787	0,00132
710,449	0,00132
714,111	0,00135
717,773	0,00137
721,436	0,00136
725,098	0,00131
728,760	0,00128
732,422	0,00128
736,084	0,0013
739,746	0,00131
743,408	0,0013
747,070	0,00126
750,732	0,00118
754,395	0,00112
758,057	0,00112
761,719	0,00114
765,381	0,00115
769,043	0,00114
772,705	0,00113
776,367	0,00112
780,029	0,00109
783,691	0,00107
787,354	0,00106
791,016	0,00107
794,678	0,00108
798,340	0,00108
802,002	0,00108
805,664	0,00106
809,326	0,00105
812,988	0,00104
816,650	0,00102
820,313	0,00101
823,975	0,00102
827,637	0,00101
831,299	0,00097
834,961	0,000934
838,623	0,000935
842,285	0,000944
845,947	0,000934
849,609	0,000923
853,271	0,000928
856,934	0,000937
860,596	0,000924
864,258	0,000899
867,920	0,00089
871,582	0,000884
875,244	0,000871
878,906	0,000862
882,568	0,000854
886,230	0,000839
889,893	0,00083
893,555	0,000844
897,217	0,000857
900,879	0,000852
904,541	0,000835
908,203	0,000826
911,865	0,000822
915,527	0,000806
919,189	0,000781
922,852	0,00076
926,514	0,000766
930,176	0,000787
933,838	0,000789
937,500	0,000776
941,162	0,000774
944,824	0,000781
948,486	0,000764
952,148	0,000726
955,811	0,000713
959,473	0,000727
963,135	0,000737
966,797	0,000739
970,459	0,000732
974,121	0,000725
977,783	0,00073
981,445	0,000733
985,107	0,000723
988,770	0,000707
992,432	0,000693
996,094	0,000672
999,756	0,000653
1003,418	0,000651
1007,080	0,000655
1010,742	0,000657
1014,404	0,000657
1018,066	0,000652
1021,729	0,000647
1025,391	0,000649
1029,053	0,00065
1032,715	0,000644
1036,377	0,000636
1040,039	0,000632
1043,701	0,000631
1047,363	0,000637
1051,025	0,000634
1054,688	0,000614
1058,350	0,000588
1062,012	0,000577
1065,674	0,000578
1069,336	0,000574
1072,998	0,00057
1076,660	0,000574
1080,322	0,000582
1083,984	0,000587
1087,646	0,000579
1091,309	0,000569
1094,971	0,00057
1098,633	0,000569
