Frequency [Hz]	S(f)
0,000	0,0086
3,662	0,0235
7,324	0,0286
10,986	0,0245
14,648	0,0198
18,311	0,0167
21,973	0,0146
25,635	0,0132
29,297	0,0126
32,959	0,0125
36,621	0,0124
40,283	0,0121
43,945	0,0117
47,607	0,0115
51,270	0,0117
54,932	0,0119
58,594	0,0119
62,256	0,0115
65,918	0,0112
69,580	0,0111
73,242	0,0111
76,904	0,0109
80,566	0,0107
84,229	0,0106
87,891	0,0107
91,553	0,0109
95,215	0,0109
98,877	0,0105
102,539	0,0103
106,201	0,0105
109,863	0,0107
113,525	0,0107
117,188	0,0105
120,850	0,0101
124,512	0,00991
128,174	0,00998
131,836	0,0101
135,498	0,0102
139,160	0,0104
142,822	0,0105
146,484	0,0105
150,146	0,0104
153,809	0,0103
157,471	0,0101
161,133	0,00983
164,795	0,00962
168,457	0,0097
172,119	0,00996
175,781	0,0101
179,443	0,01
183,105	0,00984
186,768	0,00979
190,430	0,00978
194,092	0,00968
197,754	0,00965
201,416	0,00967
205,078	0,00956
208,740	0,00942
212,402	0,00948
216,064	0,0097
219,727	0,00986
223,389	0,00978
227,051	0,00947
230,713	0,00926
234,375	0,00927
238,037	0,00942
241,699	0,0096
245,361	0,00967
249,023	0,00965
252,686	0,00967
256,348	0,00976
260,010	0,00972
263,672	0,00953
267,334	0,00949
270,996	0,00965
274,658	0,00967
278,320	0,00949
281,982	0,00935
285,645	0,00929
289,307	0,00927
292,969	0,00935
296,631	0,00942
300,293	0,00939
303,955	0,0094
307,617	0,00943
311,279	0,00933
314,941	0,00928
318,604	0,00954
322,266	0,00979
325,928	0,0096
329,590	0,0093
333,252	0,00919
336,914	0,0091
340,576	0,00904
344,238	0,00889
347,900	0,00869
351,563	0,0088
355,225	0,00905
358,887	0,00921
362,549	0,00927
366,211	0,00906
369,873	0,00877
373,535	0,0087
377,197	0,00877
380,859	0,0089
384,521	0,009
388,184	0,00901
391,846	0,00901
395,508	0,00895
399,170	0,00877
402,832	0,00868
406,494	0,00877
410,156	0,0088
413,818	0,0087
417,480	0,00869
421,143	0,00867
424,805	0,00852
428,467	0,00855
432,129	0,00876
435,791	0,00877
439,453	0,00877
443,115	0,00886
446,777	0,00879
450,439	0,00873
454,102	0,00885
457,764	0,00884
461,426	0,00859
465,088	0,00851
468,750	0,00864
472,412	0,00867
476,074	0,00868
