Frequency [Hz]	S(f)
0,000	0,24
3,662	0,673
7,324	0,863
10,986	0,784
14,648	0,646
18,311	0,547
21,973	0,492
25,635	0,458
29,297	0,426
32,959	0,399
36,621	0,378
40,283	0,355
43,945	0,326
47,607	0,295
51,270	0,271
54,932	0,254
58,594	0,238
62,256	0,219
65,918	0,2
69,580	0,188
73,242	0,185
76,904	0,181
80,566	0,173
84,229	0,162
87,891	0,15
91,553	0,14
95,215	0,131
98,877	0,124
102,539	0,118
106,201	0,113
109,863	0,108
113,525	0,102
117,188	0,0952
120,850	0,0901
124,512	0,0864
128,174	0,0818
131,836	0,0765
135,498	0,0729
139,160	0,0717
142,822	0,0711
146,484	0,069
150,146	0,0656
153,809	0,062
157,471	0,0601
161,133	0,0601
164,795	0,0588
168,457	0,0563
172,119	0,0546
175,781	0,0528
179,443	0,0501
183,105	0,0482
186,768	0,047
190,430	0,0453
194,092	0,0432
197,754	0,0413
201,416	0,0399
205,078	0,0388
208,740	0,0379
212,402	0,0363
216,064	0,0346
219,727	0,0342
223,389	0,0343
227,051	0,0336
230,713	0,0327
234,375	0,0323
238,037	0,0316
241,699	0,0305
245,361	0,0299
249,023	0,0296
252,686	0,0291
256,348	0,0286
260,010	0,0281
263,672	0,027
267,334	0,0258
270,996	0,0251
274,658	0,0248
278,320	0,0245
281,982	0,0242
285,645	0,0239
289,307	0,0236
292,969	0,0231
296,631	0,0227
300,293	0,0226
303,955	0,0222
307,617	0,0215
311,279	0,0209
314,941	0,0203
318,604	0,0195
322,266	0,0186
325,928	0,0182
329,590	0,0181
333,252	0,018
336,914	0,0179
340,576	0,0178
344,238	0,0176
347,900	0,0174
351,563	0,0169
355,225	0,0162
358,887	0,0159
362,549	0,0157
366,211	0,0156
369,873	0,0157
373,535	0,0156
377,197	0,0152
380,859	0,0147
384,521	0,0142
388,184	0,0138
391,846	0,0134
395,508	0,0134
399,170	0,0136
402,832	0,0135
406,494	0,0132
410,156	0,0129
413,818	0,0125
417,480	0,0121
421,143	0,0125
424,805	0,013
428,467	0,013
432,129	0,0124
435,791	0,0116
439,453	0,0111
443,115	0,011
446,777	0,0113
450,439	0,0113
454,102	0,011
457,764	0,0106
461,426	0,0104
465,088	0,0104
468,750	0,0104
472,412	0,0103
476,074	0,0101
479,736	0,00996
483,398	0,00998
487,061	0,00992
490,723	0,00976
494,385	0,00958
498,047	0,00942
501,709	0,00923
505,371	0,00913
509,033	0,00909
512,695	0,00914
516,357	0,00921
520,020	0,0091
523,682	0,00893
527,344	0,00878
531,006	0,00845
534,668	0,00821
538,330	0,00814
541,992	0,00809
545,654	0,0081
549,316	0,00812
552,979	0,00811
556,641	0,00814
560,303	0,00815
