Frequency [Hz]	S(f)
0,000	0,588
3,662	1,44
7,324	1,51
10,986	1,1
14,648	0,785
18,311	0,629
21,973	0,546
25,635	0,492
29,297	0,446
32,959	0,4
36,621	0,356
40,283	0,323
43,945	0,301
47,607	0,288
51,270	0,283
54,932	0,281
58,594	0,273
62,256	0,262
65,918	0,255
69,580	0,25
73,242	0,244
76,904	0,236
80,566	0,229
84,229	0,227
87,891	0,224
91,553	0,222
95,215	0,221
98,877	0,222
102,539	0,221
106,201	0,219
109,863	0,219
113,525	0,222
117,188	0,226
120,850	0,228
124,512	0,232
128,174	0,235
131,836	0,235
135,498	0,233
139,160	0,232
142,822	0,23
146,484	0,226
150,146	0,222
153,809	0,222
157,471	0,229
161,133	0,237
164,795	0,238
168,457	0,233
172,119	0,229
175,781	0,226
179,443	0,224
183,105	0,225
186,768	0,226
190,430	0,225
194,092	0,226
197,754	0,23
201,416	0,232
205,078	0,227
208,740	0,222
212,402	0,222
216,064	0,228
219,727	0,232
223,389	0,234
227,051	0,234
230,713	0,233
234,375	0,229
238,037	0,224
241,699	0,228
245,361	0,238
249,023	0,241
252,686	0,232
256,348	0,219
260,010	0,211
263,672	0,211
267,334	0,214
270,996	0,218
274,658	0,22
278,320	0,223
281,982	0,227
285,645	0,231
289,307	0,231
292,969	0,227
296,631	0,225
300,293	0,229
303,955	0,23
307,617	0,226
311,279	0,222
314,941	0,219
318,604	0,218
322,266	0,22
325,928	0,218
329,590	0,216
333,252	0,219
336,914	0,223
340,576	0,226
344,238	0,228
347,900	0,225
351,563	0,219
355,225	0,217
358,887	0,219
362,549	0,218
366,211	0,214
369,873	0,213
373,535	0,215
377,197	0,216
380,859	0,215
384,521	0,211
388,184	0,206
391,846	0,204
395,508	0,203
399,170	0,201
402,832	0,198
406,494	0,197
410,156	0,201
413,818	0,205
417,480	0,204
421,143	0,199
424,805	0,194
428,467	0,194
432,129	0,196
435,791	0,195
439,453	0,192
443,115	0,189
446,777	0,189
450,439	0,19
454,102	0,189
457,764	0,185
461,426	0,184
465,088	0,184
468,750	0,184
472,412	0,184
476,074	0,185
479,736	0,186
483,398	0,185
487,061	0,182
490,723	0,177
494,385	0,175
498,047	0,175
501,709	0,177
505,371	0,179
509,033	0,178
512,695	0,176
516,357	0,178
520,020	0,178
523,682	0,176
527,344	0,173
531,006	0,17
534,668	0,17
538,330	0,168
541,992	0,164
545,654	0,164
549,316	0,168
552,979	0,168
556,641	0,165
560,303	0,164
563,965	0,164
567,627	0,164
571,289	0,164
574,951	0,164
578,613	0,162
582,275	0,16
585,938	0,159
589,600	0,159
593,262	0,158
596,924	0,157
600,586	0,156
604,248	0,156
607,910	0,155
611,572	0,156
615,234	0,157
618,896	0,158
622,559	0,157
626,221	0,157
629,883	0,155
633,545	0,149
637,207	0,144
640,869	0,146
644,531	0,15
648,193	0,151
651,855	0,149
655,518	0,147
659,180	0,144
662,842	0,14
666,504	0,138
670,166	0,137
673,828	0,135
677,490	0,136
681,152	0,139
684,814	0,142
688,477	0,141
692,139	0,138
695,801	0,133
699,463	0,129
703,125	0,13
706,787	0,132
710,449	0,134
714,111	0,134
717,773	0,13
721,436	0,126
725,098	0,127
728,760	0,129
732,422	0,129
736,084	0,13
739,746	0,13
743,408	0,127
747,070	0,125
750,732	0,123
754,395	0,122
758,057	0,122
761,719	0,123
765,381	0,123
769,043	0,12
772,705	0,117
776,367	0,115
780,029	0,115
783,691	0,116
787,354	0,119
791,016	0,119
794,678	0,116
798,340	0,112
802,002	0,112
805,664	0,114
809,326	0,117
812,988	0,118
816,650	0,118
820,313	0,114
823,975	0,11
827,637	0,109
831,299	0,111
834,961	0,111
838,623	0,108
842,285	0,106
845,947	0,106
849,609	0,107
853,271	0,109
856,934	0,108
860,596	0,104
864,258	0,101
867,920	0,102
871,582	0,105
875,244	0,108
878,906	0,108
882,568	0,107
886,230	0,106
889,893	0,103
893,555	0,102
897,217	0,102
900,879	0,102
904,541	0,1
908,203	0,0985
911,865	0,0972
915,527	0,0967
919,189	0,0963
