Frequency [Hz]	S(f)
0,000	1,02
3,662	2,45
7,324	2,55
10,986	1,9
14,648	1,34
18,311	0,968
21,973	0,706
25,635	0,531
29,297	0,433
32,959	0,385
36,621	0,354
40,283	0,325
43,945	0,295
47,607	0,269
51,270	0,251
54,932	0,245
58,594	0,241
62,256	0,226
65,918	0,207
69,580	0,194
73,242	0,186
76,904	0,18
80,566	0,174
84,229	0,165
87,891	0,155
91,553	0,148
95,215	0,14
98,877	0,132
102,539	0,126
106,201	0,122
109,863	0,12
113,525	0,118
117,188	0,116
120,850	0,111
124,512	0,105
128,174	0,103
131,836	0,102
135,498	0,0989
139,160	0,0947
142,822	0,0925
146,484	0,0929
150,146	0,095
153,809	0,0965
157,471	0,095
161,133	0,093
164,795	0,0937
168,457	0,0968
172,119	0,0991
175,781	0,0969
179,443	0,0917
183,105	0,0875
186,768	0,0841
190,430	0,0814
194,092	0,0805
197,754	0,0813
201,416	0,0827
205,078	0,084
208,740	0,0841
212,402	0,0826
216,064	0,08
219,727	0,0779
223,389	0,0776
227,051	0,0783
230,713	0,0782
234,375	0,0781
238,037	0,0788
241,699	0,0785
245,361	0,0767
249,023	0,0738
252,686	0,0717
256,348	0,0716
260,010	0,0725
263,672	0,0723
267,334	0,0704
270,996	0,0688
274,658	0,0691
278,320	0,0715
281,982	0,073
285,645	0,0721
289,307	0,0721
292,969	0,0727
296,631	0,0715
300,293	0,0708
303,955	0,0713
307,617	0,0711
311,279	0,0706
314,941	0,0702
318,604	0,069
322,266	0,0677
325,928	0,068
329,590	0,0688
333,252	0,0683
336,914	0,0666
340,576	0,066
344,238	0,0667
347,900	0,0677
351,563	0,0688
355,225	0,069
358,887	0,0678
362,549	0,0665
366,211	0,0659
369,873	0,0669
373,535	0,0685
377,197	0,0675
380,859	0,0657
384,521	0,0662
388,184	0,068
391,846	0,0687
395,508	0,0676
399,170	0,066
402,832	0,065
406,494	0,0632
410,156	0,063
413,818	0,0654
417,480	0,0666
421,143	0,0658
424,805	0,0646
428,467	0,0633
432,129	0,063
435,791	0,0632
439,453	0,0623
443,115	0,0616
446,777	0,0622
450,439	0,0634
454,102	0,0634
457,764	0,0619
461,426	0,0613
465,088	0,0613
468,750	0,0618
472,412	0,0633
476,074	0,0646
479,736	0,0638
483,398	0,0617
487,061	0,061
490,723	0,0616
494,385	0,0617
498,047	0,0611
501,709	0,0607
505,371	0,0607
509,033	0,061
512,695	0,0617
516,357	0,0622
520,020	0,0622
523,682	0,0614
527,344	0,0608
531,006	0,0617
534,668	0,0623
538,330	0,0618
541,992	0,0619
545,654	0,0632
549,316	0,0638
552,979	0,0637
556,641	0,0639
560,303	0,0632
563,965	0,0615
567,627	0,06
571,289	0,0596
574,951	0,06
578,613	0,061
582,275	0,0614
585,938	0,0601
589,600	0,0582
593,262	0,0577
596,924	0,058
600,586	0,0583
604,248	0,0593
607,910	0,0608
611,572	0,0617
615,234	0,062
618,896	0,0613
622,559	0,0589
626,221	0,0572
629,883	0,057
633,545	0,0571
637,207	0,0569
640,869	0,0575
644,531	0,0585
648,193	0,0594
651,855	0,0594
655,518	0,0586
659,180	0,0578
662,842	0,0572
666,504	0,057
670,166	0,0585
673,828	0,0599
677,490	0,0589
681,152	0,0566
684,814	0,055
688,477	0,0551
692,139	0,0559
695,801	0,0563
699,463	0,0562
703,125	0,0554
706,787	0,0549
710,449	0,0562
714,111	0,0577
717,773	0,0568
721,436	0,0546
725,098	0,0533
728,760	0,0535
732,422	0,0543
736,084	0,0544
739,746	0,0541
743,408	0,0546
747,070	0,0562
750,732	0,0574
754,395	0,0573
758,057	0,0571
761,719	0,0571
765,381	0,0568
769,043	0,0559
772,705	0,0549
776,367	0,0546
780,029	0,0547
783,691	0,0553
787,354	0,0563
791,016	0,0572
794,678	0,0575
798,340	0,0574
802,002	0,0557
805,664	0,0537
809,326	0,0538
812,988	0,0546
816,650	0,0544
820,313	0,0539
823,975	0,053
827,637	0,0525
831,299	0,0531
834,961	0,0538
838,623	0,0538
842,285	0,0537
845,947	0,0552
849,609	0,0564
853,271	0,0554
856,934	0,0541
860,596	0,0536
864,258	0,0529
867,920	0,0526
871,582	0,0537
875,244	0,0546
878,906	0,0541
882,568	0,0531
886,230	0,0525
889,893	0,0525
893,555	0,0532
897,217	0,0532
900,879	0,053
904,541	0,0536
908,203	0,054
911,865	0,0538
915,527	0,0539
919,189	0,0536
922,852	0,0534
926,514	0,0539
930,176	0,0541
933,838	0,0536
937,500	0,0531
941,162	0,0519
944,824	0,051
948,486	0,0512
952,148	0,0519
955,811	0,0525
959,473	0,0526
963,135	0,0524
966,797	0,0522
970,459	0,0516
974,121	0,051
977,783	0,0508
981,445	0,0512
985,107	0,0524
988,770	0,0532
992,432	0,0534
996,094	0,0534
999,756	0,0522
1003,418	0,0505
1007,080	0,0497
1010,742	0,0496
1014,404	0,0498
1018,066	0,0504
1021,729	0,0508
1025,391	0,051
1029,053	0,0514
1032,715	0,0522
1036,377	0,0531
1040,039	0,0524
1043,701	0,0509
1047,363	0,0503
1051,025	0,0502
1054,688	0,0499
1058,350	0,0493
1062,012	0,0489
1065,674	0,0492
1069,336	0,05
1072,998	0,0506
1076,660	0,0515
1080,322	0,052
1083,984	0,0511
1087,646	0,0503
1091,309	0,0504
1094,971	0,0504
1098,633	0,0509
1102,295	0,0524
1105,957	0,0534
1109,619	0,0531
1113,281	0,0516
1116,943	0,0499
1120,605	0,0494
1124,268	0,0499
1127,930	0,0505
1131,592	0,0515
1135,254	0,0526
1138,916	0,0522
1142,578	0,0514
1146,240	0,0514
1149,902	0,0507
1153,564	0,0493
1157,227	0,0484
1160,889	0,048
1164,551	0,0482
1168,213	0,0488
1171,875	0,0489
1175,537	0,0487
1179,199	0,0487
1182,861	0,0495
1186,523	0,0509
1190,186	0,0507
1193,848	0,0495
1197,510	0,0497
1201,172	0,0493
1204,834	0,048
1208,496	0,0477
1212,158	0,0477
1215,820	0,0473
1219,482	0,0476
1223,145	0,0482
1226,807	0,0479
1230,469	0,0469
1234,131	0,0465
1237,793	0,0475
1241,455	0,0492
1245,117	0,0506
1248,779	0,0511
1252,441	0,0507
1256,104	0,0496
1259,766	0,0485
1263,428	0,0488
1267,090	0,05
1270,752	0,051
1274,414	0,0508
1278,076	0,0489
1281,738	0,0467
1285,400	0,0467
1289,063	0,0474
1292,725	0,0476
1296,387	0,0475
1300,049	0,0477
1303,711	0,0479
1307,373	0,0477
1311,035	0,0478
1314,697	0,0482
1318,359	0,0486
1322,021	0,0486
1325,684	0,0483
1329,346	0,0477
1333,008	0,0469
1336,670	0,0465
1340,332	0,0461
1343,994	0,0456
1347,656	0,0457
1351,318	0,0456
1354,980	0,045
1358,643	0,0447
1362,305	0,0449
1365,967	0,0451
1369,629	0,0457
1373,291	0,0469
1376,953	0,0472
1380,615	0,0465
1384,277	0,0459
1387,939	0,0462
1391,602	0,0468
1395,264	0,0464
1398,926	0,0453
1402,588	0,0448
1406,250	0,0448
1409,912	0,0445
1413,574	0,0438
1417,236	0,0434
1420,898	0,0439
1424,561	0,0453
1428,223	0,0465
1431,885	0,0463
1435,547	0,0453
1439,209	0,0447
1442,871	0,0442
1446,533	0,044
1450,195	0,0445
1453,857	0,0454
1457,520	0,0464
1461,182	0,0467
1464,844	0,0466
1468,506	0,0466
1472,168	0,0459
1475,830	0,0449
1479,492	0,0445
1483,154	0,0445
1486,816	0,0442
1490,479	0,0436
1494,141	0,0433
1497,803	0,0438
1501,465	0,0445
1505,127	0,0447
1508,789	0,0446
1512,451	0,0447
1516,113	0,0448
1519,775	0,0441
1523,438	0,0435
1527,100	0,0439
1530,762	0,0445
1534,424	0,0442
1538,086	0,0437
1541,748	0,0438
1545,410	0,0438
1549,072	0,043
1552,734	0,0422
1556,396	0,0412
1560,059	0,041
1563,721	0,042
1567,383	0,0428
1571,045	0,0429
1574,707	0,0427
1578,369	0,0423
1582,031	0,0415
1585,693	0,0415
1589,355	0,0424
1593,018	0,0427
1596,680	0,0425
1600,342	0,0423
1604,004	0,0423
1607,666	0,0428
1611,328	0,0432
1614,990	0,0427
1618,652	0,0418
1622,314	0,042
1625,977	0,0429
1629,639	0,0435
1633,301	0,0432
1636,963	0,0428
1640,625	0,0429
1644,287	0,0431
1647,949	0,0436
1651,611	0,044
1655,273	0,0436
1658,936	0,0428
1662,598	0,0428
1666,260	0,0431
1669,922	0,0424
1673,584	0,0409
1677,246	0,0397
1680,908	0,0393
1684,570	0,0397
1688,232	0,0403
1691,895	0,0404
1695,557	0,0405
1699,219	0,0405
1702,881	0,0394
1706,543	0,0387
1710,205	0,039
1713,867	0,0393
1717,529	0,0397
1721,191	0,0397
1724,854	0,0391
1728,516	0,0394
1732,178	0,0405
1735,840	0,0411
1739,502	0,0413
1743,164	0,0418
1746,826	0,0423
1750,488	0,0424
1754,150	0,0421
1757,813	0,0415
1761,475	0,041
1765,137	0,0405
1768,799	0,0404
1772,461	0,0405
1776,123	0,0399
1779,785	0,0393
1783,447	0,0394
1787,109	0,0398
1790,771	0,0401
1794,434	0,0398
1798,096	0,0386
1801,758	0,0379
1805,420	0,0389
1809,082	0,0408
1812,744	0,0413
1816,406	0,0403
1820,068	0,0392
1823,730	0,0382
1827,393	0,038
1831,055	0,0388
1834,717	0,039
1838,379	0,0388
1842,041	0,0391
1845,703	0,0396
1849,365	0,0391
1853,027	0,0386
1856,689	0,0385
1860,352	0,0384
1864,014	0,0384
1867,676	0,0386
1871,338	0,0382
1875,000	0,0374
1878,662	0,0372
1882,324	0,0375
1885,986	0,0383
1889,648	0,0389
1893,311	0,0388
1896,973	0,0384
1900,635	0,038
1904,297	0,0375
1907,959	0,0369
1911,621	0,0368
1915,283	0,0372
1918,945	0,0372
1922,607	0,0368
1926,270	0,0365
1929,932	0,0362
1933,594	0,0359
1937,256	0,0361
1940,918	0,0366
1944,580	0,0364
1948,242	0,0355
1951,904	0,0349
1955,566	0,0354
1959,229	0,0367
1962,891	0,0368
1966,553	0,0354
1970,215	0,0342
1973,877	0,0343
1977,539	0,0349
1981,201	0,0358
1984,863	0,0367
1988,525	0,0368
1992,188	0,0365
1995,850	0,0362
1999,512	0,0358
2003,174	0,0351
2006,836	0,0345
2010,498	0,0349
2014,160	0,0356
2017,822	0,0353
2021,484	0,035
2025,146	0,0359
2028,809	0,0366
2032,471	0,0362
2036,133	0,0354
2039,795	0,0353
2043,457	0,0356
2047,119	0,0353
2050,781	0,0349
2054,443	0,0348
2058,105	0,0348
2061,768	0,0349
2065,430	0,0346
2069,092	0,0337
2072,754	0,0332
2076,416	0,0334
2080,078	0,0343
2083,740	0,0351
2087,402	0,0354
2091,064	0,0356
2094,727	0,0356
2098,389	0,0348
2102,051	0,0333
2105,713	0,0328
2109,375	0,0336
2113,037	0,0339
2116,699	0,0334
2120,361	0,0334
2124,023	0,0343
2127,686	0,0352
2131,348	0,0357
2135,010	0,035
2138,672	0,0335
2142,334	0,0326
2145,996	0,0329
2149,658	0,0335
2153,320	0,0342
2156,982	0,0348
2160,645	0,0349
2164,307	0,0349
2167,969	0,035
2171,631	0,0349
2175,293	0,0346
2178,955	0,0341
2182,617	0,0336
2186,279	0,0334
2189,941	0,0336
2193,604	0,0335
2197,266	0,0326
2200,928	0,0319
2204,590	0,0321
2208,252	0,0328
2211,914	0,033
2215,576	0,0325
2219,238	0,032
2222,900	0,0323
2226,563	0,0321
2230,225	0,0312
2233,887	0,0312
2237,549	0,0322
2241,211	0,0327
2244,873	0,0324
2248,535	0,0323
2252,197	0,0319
2255,859	0,0315
2259,521	0,0312
2263,184	0,0309
2266,846	0,0304
2270,508	0,0298
2274,170	0,0295
2277,832	0,0291
2281,494	0,0291
2285,156	0,0299
2288,818	0,0304
2292,480	0,0306
2296,143	0,0309
2299,805	0,0309
2303,467	0,0306
2307,129	0,0304
2310,791	0,0304
2314,453	0,0306
2318,115	0,0308
2321,777	0,0307
2325,439	0,0303
2329,102	0,0297
2332,764	0,0294
2336,426	0,0296
2340,088	0,0302
2343,750	0,0304
2347,412	0,0301
2351,074	0,0295
2354,736	0,0292
2358,398	0,0289
2362,061	0,0283
2365,723	0,0277
2369,385	0,0277
2373,047	0,0284
2376,709	0,029
2380,371	0,029
2384,033	0,0288
2387,695	0,0283
2391,357	0,0277
2395,020	0,028
2398,682	0,0286
2402,344	0,0287
2406,006	0,0286
