Frequency [Hz]	S(f)
0,000	0,332
3,662	0,899
7,324	1,13
10,986	1,03
14,648	0,831
18,311	0,679
21,973	0,587
25,635	0,528
29,297	0,494
32,959	0,479
36,621	0,463
40,283	0,444
43,945	0,426
47,607	0,411
51,270	0,399
54,932	0,384
58,594	0,368
62,256	0,353
65,918	0,339
69,580	0,328
73,242	0,315
76,904	0,3
80,566	0,289
84,229	0,277
87,891	0,263
91,553	0,253
95,215	0,244
98,877	0,235
102,539	0,231
106,201	0,224
109,863	0,214
113,525	0,203
117,188	0,194
120,850	0,187
124,512	0,182
128,174	0,178
131,836	0,174
135,498	0,17
139,160	0,165
142,822	0,164
146,484	0,164
150,146	0,159
153,809	0,15
157,471	0,141
161,133	0,136
164,795	0,133
168,457	0,129
172,119	0,125
175,781	0,123
179,443	0,119
183,105	0,114
186,768	0,11
190,430	0,109
194,092	0,105
197,754	0,0998
201,416	0,0971
205,078	0,0945
208,740	0,0915
212,402	0,0893
216,064	0,0884
219,727	0,0874
223,389	0,086
227,051	0,0841
230,713	0,0816
234,375	0,0795
238,037	0,078
241,699	0,0766
245,361	0,0747
249,023	0,0724
252,686	0,0702
256,348	0,0677
260,010	0,0659
263,672	0,0648
267,334	0,0642
270,996	0,0642
274,658	0,0632
278,320	0,0614
281,982	0,0604
285,645	0,0592
289,307	0,0575
292,969	0,0562
296,631	0,0548
300,293	0,0532
303,955	0,0527
307,617	0,0526
311,279	0,051
314,941	0,0491
318,604	0,048
322,266	0,0472
325,928	0,0467
329,590	0,0468
333,252	0,0463
336,914	0,0444
340,576	0,0425
344,238	0,0421
347,900	0,0422
351,563	0,0418
355,225	0,0414
358,887	0,0416
362,549	0,0417
366,211	0,0404
369,873	0,0382
373,535	0,0365
377,197	0,0356
380,859	0,0351
384,521	0,0353
388,184	0,0358
391,846	0,0355
395,508	0,034
399,170	0,0332
402,832	0,0336
406,494	0,0339
410,156	0,0339
413,818	0,0334
417,480	0,0322
421,143	0,0313
424,805	0,0312
428,467	0,0311
432,129	0,0313
435,791	0,0308
439,453	0,0299
443,115	0,029
446,777	0,0284
450,439	0,0282
454,102	0,0279
457,764	0,0273
461,426	0,0267
465,088	0,026
468,750	0,0255
472,412	0,0255
476,074	0,0256
479,736	0,0255
483,398	0,0252
487,061	0,0249
490,723	0,0248
494,385	0,0247
498,047	0,0249
501,709	0,0249
505,371	0,0243
509,033	0,0232
512,695	0,0224
516,357	0,0221
520,020	0,0219
523,682	0,0215
527,344	0,0212
531,006	0,0215
534,668	0,0223
538,330	0,0225
541,992	0,0218
545,654	0,0212
549,316	0,021
552,979	0,0204
556,641	0,0195
560,303	0,0188
563,965	0,0189
567,627	0,0195
571,289	0,0199
574,951	0,0196
578,613	0,0186
582,275	0,0178
585,938	0,0178
589,600	0,018
593,262	0,0181
596,924	0,0184
600,586	0,0184
604,248	0,0178
607,910	0,0171
611,572	0,0167
615,234	0,0164
618,896	0,0164
622,559	0,0165
626,221	0,0166
629,883	0,0165
633,545	0,0163
637,207	0,0158
640,869	0,0155
644,531	0,0155
648,193	0,0154
651,855	0,0153
655,518	0,0152
659,180	0,0151
662,842	0,015
666,504	0,0149
670,166	0,015
673,828	0,0148
677,490	0,0145
681,152	0,0146
684,814	0,0147
688,477	0,0146
692,139	0,0143
695,801	0,0139
699,463	0,0137
703,125	0,0139
706,787	0,014
710,449	0,0136
714,111	0,0129
717,773	0,0128
721,436	0,0131
725,098	0,013
728,760	0,0125
732,422	0,0123
736,084	0,0122
739,746	0,012
743,408	0,0119
747,070	0,012
750,732	0,012
754,395	0,012
758,057	0,0121
761,719	0,0121
765,381	0,0118
769,043	0,0117
772,705	0,0117
776,367	0,0115
780,029	0,0115
783,691	0,0116
787,354	0,0117
791,016	0,0116
794,678	0,0114
798,340	0,0111
802,002	0,0108
805,664	0,0104
809,326	0,0102
812,988	0,0102
816,650	0,0103
820,313	0,0104
823,975	0,0105
827,637	0,0105
831,299	0,0103
834,961	0,0101
838,623	0,00998
842,285	0,0101
845,947	0,0102
849,609	0,0104
853,271	0,0103
856,934	0,00996
860,596	0,00956
864,258	0,00929
867,920	0,00936
871,582	0,00958
875,244	0,00963
878,906	0,00945
882,568	0,00914
886,230	0,00898
889,893	0,00896
893,555	0,00893
897,217	0,00886
900,879	0,0089
904,541	0,00912
908,203	0,00932
911,865	0,0093
915,527	0,00908
919,189	0,00875
922,852	0,00852
926,514	0,00846
930,176	0,00842
933,838	0,00843
937,500	0,00847
941,162	0,00842
944,824	0,00839
948,486	0,00843
952,148	0,00844
955,811	0,00839
959,473	0,00818
963,135	0,00795
966,797	0,00782
970,459	0,00777
974,121	0,00778
977,783	0,00779
981,445	0,00784
985,107	0,00799
988,770	0,00809
992,432	0,00797
996,094	0,00772
999,756	0,00759
1003,418	0,00749
1007,080	0,00737
1010,742	0,00732
1014,404	0,00733
1018,066	0,00734
1021,729	0,00726
1025,391	0,00717
1029,053	0,0072
1032,715	0,00725
1036,377	0,0072
1040,039	0,00707
1043,701	0,00685
1047,363	0,00669
1051,025	0,00672
1054,688	0,00677
1058,350	0,00671
1062,012	0,00659
1065,674	0,00649
1069,336	0,00649
1072,998	0,00662
1076,660	0,00671
1080,322	0,00668
1083,984	0,00658
1087,646	0,00645
1091,309	0,00637
1094,971	0,00638
1098,633	0,00643
1102,295	0,00643
1105,957	0,00635
1109,619	0,00623
1113,281	0,00612
1116,943	0,00613
1120,605	0,00619
1124,268	0,0062
1127,930	0,00619
1131,592	0,0061
1135,254	0,00592
1138,916	0,00582
1142,578	0,00589
1146,240	0,00594
1149,902	0,00587
1153,564	0,0058
1157,227	0,00578
1160,889	0,00584
1164,551	0,00588
